problem,algorithm,noise_pct,trial,igd_auc,final_igd,n_batches
ZDT2,EGBO,20,7,15.341850530903569,1.0976841368110888,12
ZDT2,EGBO,20,8,8.66734745114277,0.6958662871115141,12
ZDT2,EGBO,20,9,14.987137587247046,0.9622924001855859,12
ZDT2,NEHVI_AGE2,0,0,16.18285228671089,1.0221624676768306,12
ZDT2,NEHVI_AGE2,0,1,15.557159500816475,1.2215657856017714,12
ZDT2,NEHVI_AGE2,0,2,6.197566885003282,0.4447503804582957,12
ZDT2,NEHVI_AGE2,0,3,9.62896753657494,0.8237655580851669,12
ZDT2,NEHVI_AGE2,0,4,6.2100010857573915,0.5003915431164131,12
ZDT2,NEHVI_AGE2,1,0,7.918163110988022,0.6633217265565775,12
ZDT2,NEHVI_AGE2,1,1,12.53928515174458,0.8359638452187904,12
ZDT2,NEHVI_AGE2,1,2,6.420799002604198,0.5115225764823168,12
ZDT2,NEHVI_AGE2,1,3,10.618641459153864,0.8149423086102497,12
ZDT2,NEHVI_AGE2,1,4,6.695423722348284,0.5520536657139875,12
ZDT2,NEHVI_AGE2,5,0,8.739173530169156,0.5693962243435576,12
ZDT2,NEHVI_AGE2,5,1,9.945498195824822,0.6767395631809102,12
ZDT2,NEHVI_AGE2,5,2,5.587398294328671,0.480908967837694,12
ZDT2,NEHVI_AGE2,5,3,8.579196133216882,0.7251937216778102,12
ZDT2,NEHVI_AGE2,5,4,12.916752486503707,0.9948412997208858,12
ZDT2,NEHVI_AGE2,10,0,9.173660935312617,0.6930219766624904,12
ZDT2,NEHVI_AGE2,10,1,16.03774635338524,1.323423085817906,12
ZDT2,NEHVI_AGE2,10,2,9.367114985235514,0.694763776517034,12
ZDT2,NEHVI_AGE2,10,3,10.778102003992455,0.929995655056144,12
ZDT2,NEHVI_AGE2,10,4,9.464515257342324,0.7939298497731772,12
ZDT2,NEHVI_AGE2,20,0,9.082095011677165,0.6783234693566716,12
ZDT2,NEHVI_AGE2,20,1,11.01472606196592,0.8651265238981407,12
ZDT2,NEHVI_AGE2,20,2,6.991202207283106,0.5779455721922482,12
ZDT2,NEHVI_AGE2,20,3,10.408745199766406,0.8462222353466279,12
ZDT2,NEHVI_AGE2,20,4,8.328459194518752,0.6471727999565786,12
ZDT2,NEHVI_SMS,0,0,13.113425573977048,0.6833322144771807,12
ZDT2,NEHVI_SMS,0,1,19.589720157779624,1.3901412829368585,12
ZDT2,NEHVI_SMS,0,2,5.304186512459225,0.4447503804582957,12
ZDT2,NEHVI_SMS,0,3,11.038893980322474,0.8138975444284231,12
ZDT2,NEHVI_SMS,0,4,6.202182174569427,0.5003915431164131,12
ZDT2,NEHVI_SMS,1,0,8.06716309119882,0.6633217265565775,12
ZDT2,NEHVI_SMS,1,1,19.07642097514141,1.3901412829368585,12
ZDT2,NEHVI_SMS,1,2,6.339071308650455,0.5115225764823168,12
ZDT2,NEHVI_SMS,1,3,11.083829547903717,0.8160248271817859,12
ZDT2,NEHVI_SMS,1,4,7.252625664854927,0.5392008011639141,12
ZDT2,NEHVI_SMS,5,0,8.512358590067324,0.5693962243435576,12
ZDT2,NEHVI_SMS,5,1,15.779526279289124,1.3172156102519454,12
ZDT2,NEHVI_SMS,5,2,5.9524355848673896,0.480908967837694,12
ZDT2,NEHVI_SMS,5,3,9.023749407730303,0.7759921827989384,12
ZDT2,NEHVI_SMS,5,4,8.876445437870972,0.5872846583008547,12
ZDT2,NEHVI_SMS,10,0,8.362114932269728,0.6480769185602565,12
ZDT2,NEHVI_SMS,10,1,17.303737981446318,1.3570329888497628,12
ZDT2,NEHVI_SMS,10,2,9.413793744727013,0.694763776517034,12
ZDT2,NEHVI_SMS,10,3,9.574991768894158,0.8034678397686134,12
ZDT2,NEHVI_SMS,10,4,5.487944470898057,0.4392415961845773,12
ZDT2,NEHVI_SMS,20,0,7.525217313714672,0.604373598443112,12
ZDT2,NEHVI_SMS,20,1,15.995417264472685,1.2084580346980809,12
