problem,algorithm,noise_pct,trial,auc10,final_hv,regret,n_batches,time
MW5,Traditional_NEHVI,10,4,1.071394,0.117604,0.791475,12,71.52
MW5,Traditional_NEHVI,10,5,1.646910,0.401609,0.507470,12,0.00
MW5,Traditional_NEHVI,10,6,0.844213,0.486096,0.422983,12,0.00
MW5,Traditional_NEHVI,10,7,0.177660,0.355320,0.553760,12,0.00
MW5,Traditional_NEHVI,10,8,2.714643,0.272058,0.637021,12,0.00
MW5,Traditional_NEHVI,10,9,0.756842,0.498078,0.411002,12,0.00
MW5,Traditional_NEHVI,20,0,0.894948,0.371995,0.537084,12,80.40
MW5,Traditional_NEHVI,20,1,0.766878,0.219108,0.689971,12,71.61
MW5,Traditional_NEHVI,20,2,0.000000,0.000000,0.909079,12,60.07
MW5,Traditional_NEHVI,20,3,0.250447,0.029464,0.879615,12,68.90
MW5,Traditional_NEHVI,20,4,1.655737,0.202876,0.706203,12,84.09
MW5,Traditional_NEHVI,20,5,0.462322,0.170716,0.738363,12,53.94
MW5,Traditional_NEHVI,20,6,0.793546,0.119668,0.789412,12,84.47
MW5,Traditional_NEHVI,20,7,0.693717,0.225678,0.683402,12,75.65
MW5,Traditional_NEHVI,20,8,3.184289,0.353676,0.555403,12,103.44
MW5,Traditional_NEHVI,20,9,1.004053,0.658372,0.250707,12,86.87
