problem,algorithm,noise_pct,trial,igd
DTLZ2_5obj,EGBO,0,5,0.505118335550923
DTLZ2_5obj,EGBO,0,6,0.5615752989548666
DTLZ2_5obj,EGBO,0,7,0.4905187263917423
DTLZ2_5obj,EGBO,0,8,0.5470314470498898
DTLZ2_5obj,EGBO,0,9,0.5244294557002622
DTLZ2_5obj,EGBO,20,0,0.5436883053995323
DTLZ2_5obj,EGBO,20,1,0.5129806262818108
DTLZ2_5obj,EGBO,20,2,0.4631643001876951
DTLZ2_5obj,EGBO,20,3,0.5331868261905861
DTLZ2_5obj,EGBO,20,4,0.5271397234423385
DTLZ2_5obj,EGBO,20,5,0.55640787404696
DTLZ2_5obj,EGBO,20,6,0.4889473527194347
DTLZ2_5obj,EGBO,20,7,0.507142851539763
DTLZ2_5obj,EGBO,20,8,0.4865520336344226
DTLZ2_5obj,EGBO,20,9,0.5134568491996944
DTLZ2_5obj,NEHVI_SMS,5,0,0.5150788465799819
DTLZ2_5obj,NEHVI_SMS,5,1,0.502911312535365
DTLZ2_5obj,NEHVI_SMS,5,2,0.4634245620063247
DTLZ2_5obj,NEHVI_SMS,5,3,0.5440154190397989
DTLZ2_5obj,NEHVI_SMS,5,4,0.4909396939573835
DTLZ2_5obj,NEHVI_SMS,1,0,0.5434813406034198
DTLZ2_5obj,NEHVI_SMS,1,1,0.5307504946233825
DTLZ2_5obj,NEHVI_SMS,1,2,0.525494009042687
DTLZ2_5obj,NEHVI_SMS,1,3,0.5319948149291492
DTLZ2_5obj,NEHVI_SMS,1,4,0.49463073550607056
DTLZ2_5obj,NEHVI_SMS,10,0,0.5308670245756604
DTLZ2_5obj,NEHVI_SMS,10,1,0.5110096482741017
DTLZ2_5obj,NEHVI_SMS,10,2,0.4707062634103709
DTLZ2_5obj,NEHVI_SMS,10,3,0.5112128909809457
DTLZ2_5obj,NEHVI_SMS,10,4,0.501590127543643
DTLZ2_5obj,NEHVI_SMS,0,0,0.5312022969744052
DTLZ2_5obj,NEHVI_SMS,0,1,0.5118873195512225
DTLZ2_5obj,NEHVI_SMS,0,2,0.5048020585535964
DTLZ2_5obj,NEHVI_SMS,0,3,0.49771951457930486
DTLZ2_5obj,NEHVI_SMS,0,4,0.5001957104922626
DTLZ2_5obj,NEHVI_SMS,20,0,0.5127510752427686
DTLZ2_5obj,NEHVI_SMS,20,1,0.5040235121958416
DTLZ2_5obj,NEHVI_SMS,20,2,0.49097830392290537
DTLZ2_5obj,NEHVI_SMS,20,3,0.5302324880213798
DTLZ2_5obj,NEHVI_SMS,20,4,0.5157216746543586
DTLZ2_5obj,NEHVI_AGE2,5,0,0.49844893849648275
DTLZ2_5obj,NEHVI_AGE2,5,1,0.5382254464484183
DTLZ2_5obj,NEHVI_AGE2,5,2,0.4992261332673055
DTLZ2_5obj,NEHVI_AGE2,5,3,0.5643853333301944
DTLZ2_5obj,NEHVI_AGE2,5,4,0.5405397768615796
DTLZ2_5obj,NEHVI_AGE2,1,0,0.4964114826216045
DTLZ2_5obj,NEHVI_AGE2,1,1,0.4982059272288738
DTLZ2_5obj,NEHVI_AGE2,1,2,0.500706144658385
DTLZ2_5obj,NEHVI_AGE2,1,3,0.5259488842686997
DTLZ2_5obj,NEHVI_AGE2,1,4,0.5075187032194488
DTLZ2_5obj,NEHVI_AGE2,10,0,0.5319151497056167
DTLZ2_5obj,NEHVI_AGE2,10,1,0.49432576566595643
DTLZ2_5obj,NEHVI_AGE2,10,2,0.468256747345042
DTLZ2_5obj,NEHVI_AGE2,10,3,0.5103563788728432
DTLZ2_5obj,NEHVI_AGE2,10,4,0.5379384130372166
DTLZ2_5obj,NEHVI_AGE2,0,0,0.5139534058870681
DTLZ2_5obj,NEHVI_AGE2,0,1,0.5145582458910183
DTLZ2_5obj,NEHVI_AGE2,0,2,0.49999082744225937
DTLZ2_5obj,NEHVI_AGE2,0,3,0.5608544143351702
DTLZ2_5obj,NEHVI_AGE2,0,4,0.5134473987892821
DTLZ2_5obj,NEHVI_AGE2,20,0,0.551768756664494
MW5,Traditional_NEHVI,5,0,0.9645690005328253
MW5,Traditional_NEHVI,5,1,1.3387897660827057
MW5,Traditional_NEHVI,5,2,0.9016249916133203
MW5,Traditional_NEHVI,5,3,1.759358510359665
MW5,Traditional_NEHVI,5,4,1.1806490998747072
MW5,Traditional_NEHVI,5,5,1.0875160404676454
MW5,Traditional_NEHVI,5,6,1.195069271538082
MW5,Traditional_NEHVI,5,7,1.8245609570292671
MW5,Traditional_NEHVI,5,8,0.9021957993268377
MW5,Traditional_NEHVI,5,9,1.7022175452349249
MW5,Traditional_NEHVI,1,0,1.0512835520190464
MW5,Traditional_NEHVI,1,1,1.2940789627575588
MW5,Traditional_NEHVI,1,2,1.2008885309412567
MW5,Traditional_NEHVI,1,3,1.1461942855086809
MW5,Traditional_NEHVI,1,4,1.4310736738963903
MW5,Traditional_NEHVI,1,5,1.301130482950321
MW5,Traditional_NEHVI,1,6,1.6645748389788573
MW5,Traditional_NEHVI,1,7,1.4967798232601532
MW5,Traditional_NEHVI,1,8,1.3637090977473498
MW5,Traditional_NEHVI,1,9,1.728687689435751
MW5,Traditional_NEHVI,10,0,0.990602990522031
MW5,Traditional_NEHVI,10,1,1.3551637863139878
MW5,Traditional_NEHVI,10,2,1.604397145962646
MW5,Traditional_NEHVI,10,3,1.3593702907032588
MW5,Traditional_NEHVI,10,4,1.0336861964908732
MW5,Traditional_NEHVI,10,5,1.4567480690512409
