problem,algorithm,noise_pct,trial,batch,igd_estimated
DTLZ2_5obj,EGBO,10,9,10,0.5140728555265687
DTLZ2_5obj,EGBO,10,9,11,0.4462982651604054
DTLZ2_5obj,EGBO,20,0,0,1.09200584272108
DTLZ2_5obj,EGBO,20,0,1,0.8361570777124278
DTLZ2_5obj,EGBO,20,0,2,0.6034763080886355
DTLZ2_5obj,EGBO,20,0,3,0.6034667421868396
DTLZ2_5obj,EGBO,20,0,4,0.6034331233005162
DTLZ2_5obj,EGBO,20,0,5,0.5529664102886236
DTLZ2_5obj,EGBO,20,0,6,0.5529664102886236
DTLZ2_5obj,EGBO,20,0,7,0.5529664102886236
DTLZ2_5obj,EGBO,20,0,8,0.5529664102886236
DTLZ2_5obj,EGBO,20,0,9,0.54600292136054
DTLZ2_5obj,EGBO,20,0,10,0.54600292136054
DTLZ2_5obj,EGBO,20,0,11,0.54600292136054
DTLZ2_5obj,EGBO,20,1,0,0.9638479758335253
DTLZ2_5obj,EGBO,20,1,1,0.9638479758335253
DTLZ2_5obj,EGBO,20,1,2,0.7516836453715353
DTLZ2_5obj,EGBO,20,1,3,0.553477675597234
DTLZ2_5obj,EGBO,20,1,4,0.5527383345971384
DTLZ2_5obj,EGBO,20,1,5,0.5522449593656114
DTLZ2_5obj,EGBO,20,1,6,0.5326214116704995
DTLZ2_5obj,EGBO,20,1,7,0.5326214116704995
DTLZ2_5obj,EGBO,20,1,8,0.526025345824541
DTLZ2_5obj,EGBO,20,1,9,0.5137261794187191
DTLZ2_5obj,EGBO,20,1,10,0.5031169311743299
DTLZ2_5obj,EGBO,20,1,11,0.48192398791676266
DTLZ2_5obj,EGBO,20,2,0,0.9166859109749242
DTLZ2_5obj,EGBO,20,2,1,0.8419358908657366
DTLZ2_5obj,EGBO,20,2,2,0.7352254962508142
DTLZ2_5obj,EGBO,20,2,3,0.7352254962508142
DTLZ2_5obj,EGBO,20,2,4,0.7352254962508142
DTLZ2_5obj,EGBO,20,2,5,0.7144823315187878
DTLZ2_5obj,EGBO,20,2,6,0.7144823315187878
DTLZ2_5obj,EGBO,20,2,7,0.5889778832189021
DTLZ2_5obj,EGBO,20,2,8,0.471696860889115
DTLZ2_5obj,EGBO,20,2,9,0.471696860889115
DTLZ2_5obj,EGBO,20,2,10,0.471696860889115
DTLZ2_5obj,EGBO,20,2,11,0.4583429554874621
DTLZ2_5obj,EGBO,20,3,0,1.0017045031242433
